availability,size,total_sqft,bath,balcony,price
17-Oct,3 BHK,1708.0,2.0,1.0,90.5
Ready To Move,2 BHK,975.0,2.0,1.0,43.0
Ready To Move,2 BHK,750.0,2.0,1.0,25.0
Ready To Move,8 Bedroom,1200.0,4.5,2.0,190.0
18-Dec,3 BHK,1920.0,3.0,2.0,130.0
Ready To Move,6 Bedroom,1200.0,4.5,2.0,236.3825
21-Dec,2 BHK,1183.0,2.0,1.0,58.56
Ready To Move,4 Bedroom,1140.0,4.0,1.0,90.0
Ready To Move,3 BHK,1550.0,2.0,2.0,65.0
Ready To Move,2 BHK,1110.0,2.0,3.0,53.0
Ready To Move,8 Bedroom,1500.0,4.5,3.0,165.0
Ready To Move,2 BHK,1105.0,2.0,1.0,38.67
Ready To Move,3 Bedroom,1800.0,3.0,2.0,68.0
Ready To Move,5 BHK,2606.0,4.0,2.0,200.0
18-Jul,2 BHK,1000.0,2.0,2.0,29.9
Ready To Move,2 BHK,1190.0,2.0,2.0,68.0
Ready To Move,4 Bedroom,1350.0,4.0,1.0,200.0
19-Oct,4 BHK,2606.0,4.0,2.0,230.0
18-May,3 BHK,1929.0,4.0,1.0,103.0
Ready To Move,3 BHK,1525.0,3.0,1.0,100.0
Ready To Move,3 BHK,1775.0,3.0,3.0,110.0
Ready To Move,2 BHK,1125.0,2.0,1.0,63.0
Ready To Move,2 BHK,900.0,2.0,2.0,42.0
18-Mar,2 BHK,1155.0,2.0,1.0,58.0
Ready To Move,4 Bedroom,1200.0,4.0,0.0,75.0
Ready To Move,2 BHK,1268.0,2.0,1.0,73.0
Ready To Move,3 BHK,1500.0,3.0,2.0,88.0
18-Jan,1 BHK,630.0,1.0,1.0,47.0
Ready To Move,3 BHK,1525.0,3.0,2.0,65.0
Ready To Move,2 BHK,1060.0,2.0,2.0,48.0
Ready To Move,3 BHK,1687.0,3.0,3.0,127.0
Ready To Move,3 BHK,1847.0,3.0,2.0,123.0
Ready To Move,3 BHK,1410.0,2.0,3.0,53.0
Ready To Move,2 BHK,1075.0,2.0,1.0,42.99
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,3 Bedroom,2606.0,3.0,0.0,236.3825
18-Apr,3 BHK,1500.0,2.0,1.0,143.0
Ready To Move,2 BHK,1010.0,2.0,2.0,46.0
18-Jul,3 BHK,1875.0,3.0,3.0,110.0
Ready To Move,5 Bedroom,1200.0,4.5,2.0,137.0
20-Dec,2 BHK,983.0,2.0,1.0,50.6
Ready To Move,2 BHK,1101.0,2.0,2.0,65.0
Ready To Move,2 BHK,1140.0,2.0,1.0,76.0
Ready To Move,2 BHK,1215.0,2.0,2.0,110.0
Ready To Move,2 BHK,1007.0,2.0,3.0,42.0
Ready To Move,3 BHK,2039.0,3.0,2.0,168.0
Ready To Move,3 BHK,1020.0,3.0,2.0,110.0
Ready To Move,2 BHK,1198.0,2.0,1.0,84.0
Ready To Move,4 BHK,2606.0,4.0,1.0,236.3825
Ready To Move,4 Bedroom,1470.0,4.0,2.0,34.5
Ready To Move,2 BHK,1370.0,2.0,2.0,75.0
Ready To Move,2 BHK,1316.0,2.0,3.0,55.5
Ready To Move,3 BHK,1350.0,3.0,1.0,55.5
18-May,2 BHK,1050.0,2.0,1.0,43.0
Ready To Move,3 BHK,,3.0,0.0,47.405
Ready To Move,2 BHK,921.0,2.0,1.0,34.0
Ready To Move,2 BHK,1010.0,2.0,1.0,49.27
18-Jun,2 BHK,1015.0,2.0,1.0,43.0
Ready To Move,3 Bedroom,1200.0,2.0,0.0,66.5
Ready To Move,2 BHK,1179.0,2.0,1.0,75.0
Ready To Move,4 BHK,1850.0,4.0,2.0,86.0
Ready To Move,2 BHK,870.0,2.0,1.0,24.0
Ready To Move,3 BHK,1605.0,3.0,2.0,85.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,89.0
Ready To Move,3 BHK,2475.0,4.0,3.0,236.3825
Ready To Move,2 Bedroom,2606.0,2.0,0.0,236.3825
Ready To Move,6 Bedroom,2400.0,4.5,2.0,110.0
Ready To Move,2 BHK,1000.0,1.0,1.0,55.0
Ready To Move,2 Bedroom,1200.0,2.0,0.0,80.0
Ready To Move,2 Bedroom,1200.0,2.0,2.0,125.0
18-May,2 Bedroom,1200.0,2.0,1.0,66.0
Ready To Move,2 BHK,1255.0,2.0,1.0,57.5
Ready To Move,2 BHK,1085.0,2.0,2.0,30.38
19-Jul,3 BHK,1592.0,3.0,2.0,125.0
18-Nov,2 BHK,1313.0,2.0,1.0,58.27
21-May,3 BHK,1934.0,3.0,2.0,150.0
Ready To Move,6 BHK,2606.0,4.5,2.0,120.0
19-Dec,2 BHK,935.0,2.0,1.0,45.0
Ready To Move,2 BHK,877.0,2.0,2.0,30.0
Ready To Move,2 BHK,936.0,2.0,2.0,42.0
Ready To Move,3 BHK,1470.0,2.0,2.0,110.0
Ready To Move,1 Bedroom,1050.0,1.0,1.0,70.0
19-Mar,2 BHK,1232.0,2.0,0.0,69.61
Ready To Move,3 BHK,2225.0,4.0,2.0,169.0
Ready To Move,3 Bedroom,1200.0,2.0,0.0,80.0
Ready To Move,3 BHK,1901.0,3.0,2.0,119.0
18-Dec,3 BHK,1819.0,3.0,2.0,100.0
Immediate Possession,2 BHK,2400.0,2.0,2.0,236.3825
Ready To Move,4 BHK,,4.5,0.0,200.5
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,4 BHK,1200.0,4.0,3.0,169.0
Ready To Move,2 BHK,1256.0,2.0,1.0,60.0
Ready To Move,2 BHK,1100.0,2.0,2.0,44.0
Ready To Move,4 Bedroom,2606.0,3.0,3.0,236.3825
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1845.0,4.0,1.0,110.0
Ready To Move,3 Bedroom,2400.0,4.0,1.0,130.0
18-Feb,2 BHK,1200.0,2.0,0.0,60.0
18-Aug,3 BHK,2254.0,3.0,2.0,170.0
Ready To Move,2 BHK,1020.0,2.0,1.0,37.0
Ready To Move,1 BHK,515.0,1.0,1.0,25.0
Ready To Move,3 BHK,1893.0,3.0,2.0,140.0
Ready To Move,3 BHK,2606.0,3.0,0.0,236.3825
Ready To Move,2 BHK,830.0,2.0,0.0,34.0
Ready To Move,2 Bedroom,600.0,2.0,1.0,36.5
Ready To Move,3 BHK,1075.0,2.0,1.0,90.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,2 BHK,1200.0,2.0,1.0,78.0
19-Oct,2 BHK,1233.0,2.0,2.0,77.65
Ready To Move,2 BHK,1255.0,2.0,2.0,65.26
Ready To Move,2 BHK,1200.0,2.0,2.0,37.8
Ready To Move,3 BHK,2145.0,3.0,2.0,175.0
Ready To Move,5 Bedroom,1500.0,4.5,2.0,85.0
Ready To Move,2 BHK,740.0,2.0,1.0,34.0
Ready To Move,3 BHK,1250.0,3.0,3.0,48.0
Ready To Move,2 BHK,1210.0,2.0,2.0,40.0
Ready To Move,3 BHK,1525.0,2.0,2.0,60.0
Ready To Move,1 Bedroom,540.0,1.0,0.0,36.0
Ready To Move,3 BHK,1240.0,2.0,1.0,84.0
Ready To Move,3 BHK,1245.0,2.0,1.0,68.0
Ready To Move,3 Bedroom,1865.0,3.0,3.0,236.3825
18-Mar,2 BHK,,2.0,0.0,36.43
Ready To Move,3 BHK,1075.0,2.0,1.0,35.99
18-May,2 BHK,2200.0,2.0,1.0,55.0
Ready To Move,2 BHK,1155.0,2.0,1.0,60.0
Ready To Move,2 BHK,1520.0,2.0,3.0,62.0
Ready To Move,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1290.0,2.0,1.0,85.0
Ready To Move,3 BHK,2300.0,3.0,2.0,80.0
Ready To Move,4 Bedroom,2606.0,4.0,0.0,200.0
Ready To Move,4 BHK,,4.0,2.0,236.3825
Ready To Move,1 BHK,400.0,1.0,0.0,14.0
Ready To Move,3 BHK,1340.0,2.0,3.0,53.6
Ready To Move,2 BHK,900.0,2.0,1.0,95.0
Ready To Move,6 Bedroom,1800.0,4.0,2.0,236.3825
Ready To Move,2 BHK,987.0,2.0,1.0,49.0
Ready To Move,3 BHK,1720.0,3.0,2.0,100.0
Ready To Move,2 BHK,1040.0,2.0,1.0,50.0
Ready To Move,2 Bedroom,900.0,2.0,0.0,64.0
Ready To Move,2 BHK,1030.0,2.0,1.0,50.0
Ready To Move,3 BHK,2556.0,3.0,2.0,133.0
Ready To Move,3 BHK,1850.0,3.0,1.0,168.0
Ready To Move,4 Bedroom,750.0,4.0,3.0,110.0
18-Apr,2 BHK,1028.0,2.0,1.0,31.86
Ready To Move,2 BHK,1270.0,2.0,1.0,83.0
18-Mar,3 BHK,1655.0,3.0,1.0,115.0
Ready To Move,2 BHK,940.0,2.0,1.0,40.0
Ready To Move,2 BHK,1050.0,2.0,2.0,85.0
Ready To Move,4 Bedroom,600.0,4.0,1.0,40.0
18-Apr,2 BHK,946.0,2.0,1.0,38.0
Ready To Move,3 BHK,1726.0,3.0,3.0,145.0
Ready To Move,3 BHK,2121.0,4.0,3.0,236.3825
Ready To Move,2 BHK,1404.0,2.0,1.0,75.0
Ready To Move,3 BHK,1525.0,2.0,2.0,48.0
Ready To Move,2 BHK,1025.0,2.0,2.0,57.0
Ready To Move,5 Bedroom,1575.0,4.0,0.0,150.0
Ready To Move,2 BHK,860.0,1.0,1.0,43.0
Ready To Move,3 BHK,1223.0,2.0,1.0,42.81
Ready To Move,4 BHK,2606.0,3.0,2.0,236.3825
Ready To Move,2 BHK,1197.0,2.0,1.0,47.8
Ready To Move,2 BHK,1150.0,2.0,1.0,52.75
Ready To Move,4 Bedroom,2606.0,4.5,3.0,236.3825
Ready To Move,2 BHK,1040.0,2.0,2.0,46.0
18-May,2 BHK,1310.0,2.0,2.0,80.0
Ready To Move,3 BHK,1788.0,3.0,2.0,98.34
Ready To Move,2 BHK,1144.0,2.0,2.0,38.55
18-Jul,2 BHK,1070.0,2.0,2.0,39.0
Ready To Move,2 BHK,1200.0,2.0,2.0,70.0
Ready To Move,3 BHK,1862.0,3.0,2.0,120.0
Ready To Move,2 Bedroom,1200.0,2.0,1.0,58.5
Ready To Move,2 BHK,970.0,2.0,2.0,27.0
19-Mar,3 BHK,1646.0,3.0,2.0,79.5
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,5 Bedroom,1200.0,4.0,1.0,100.0
18-Dec,3 BHK,1995.0,3.0,2.0,135.0
Ready To Move,4 Bedroom,2400.0,4.0,2.0,236.3825
18-Dec,2 BHK,1085.0,2.0,1.0,47.74
Ready To Move,2 BHK,1139.0,2.0,2.0,56.8
Ready To Move,2 BHK,1092.0,2.0,2.0,44.0
Ready To Move,3 BHK,1767.0,3.0,2.0,98.0
Ready To Move,3 BHK,1700.0,3.0,2.0,80.0
Ready To Move,3 BHK,1692.0,3.0,2.0,88.0
Ready To Move,3 BHK,1645.0,3.0,3.0,100.0
Ready To Move,3 BHK,1345.0,2.0,1.0,57.0
Ready To Move,3 BHK,1408.0,3.0,3.0,62.0
Ready To Move,4 Bedroom,2400.0,4.0,1.0,236.3825
Ready To Move,4 Bedroom,1920.0,4.0,2.0,200.0
Ready To Move,5 Bedroom,2606.0,4.0,2.0,170.0
Ready To Move,3 BHK,2072.0,4.0,2.0,150.0
Ready To Move,2 BHK,1420.0,2.0,1.0,158.0
Ready To Move,3 Bedroom,2040.0,3.0,2.0,137.0
Ready To Move,4 Bedroom,1200.0,4.0,2.0,145.0
Ready To Move,2 BHK,1300.0,2.0,1.0,79.0
21-Aug,2 BHK,1150.0,2.0,2.0,39.0
Ready To Move,2 BHK,1470.0,2.0,2.0,86.0
18-May,2 BHK,1063.0,2.0,1.0,31.9
Ready To Move,2 BHK,1311.0,2.0,2.0,48.0
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,4 Bedroom,600.0,2.0,1.0,100.0
Ready To Move,3 BHK,1400.0,2.0,2.0,55.0
16-Mar,2 Bedroom,2200.0,2.0,0.0,62.0
Ready To Move,3 BHK,1000.0,2.0,0.0,110.0
Ready To Move,3 BHK,1760.0,3.0,2.0,145.0
Ready To Move,3 BHK,2010.0,3.0,3.0,92.0
Ready To Move,3 BHK,1480.0,2.0,2.0,64.23
18-Jun,3 BHK,1230.0,2.0,2.0,43.5
Ready To Move,3 BHK,1300.0,3.0,3.0,65.0
Ready To Move,4 Bedroom,800.0,4.0,0.0,120.0
Ready To Move,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1100.0,2.0,1.0,52.0
Ready To Move,3 BHK,1752.12,3.0,2.0,116.0
Ready To Move,2 BHK,957.0,2.0,1.0,46.9
20-Jan,1 BHK,,1.0,0.0,41.9
Ready To Move,3 BHK,1942.0,3.0,2.0,102.0
Ready To Move,2 BHK,1000.0,2.0,2.0,53.0
Ready To Move,1 BHK,668.0,1.0,1.0,36.85
Ready To Move,5 Bedroom,2606.0,4.5,3.0,236.3825
Ready To Move,3 Bedroom,600.0,2.0,1.0,80.0
Ready To Move,2 BHK,1089.0,2.0,1.0,43.55
Ready To Move,1 BHK,960.0,2.0,1.0,18.0
Ready To Move,2 BHK,1036.0,2.0,3.0,39.35
Ready To Move,3 BHK,1583.0,3.0,3.0,105.0
Ready To Move,4 Bedroom,2606.0,4.0,0.0,150.0
Ready To Move,2 BHK,1100.0,2.0,2.0,65.0
Ready To Move,1 Bedroom,800.0,1.0,1.0,100.0
Ready To Move,2 BHK,1246.0,2.0,1.0,65.0
Ready To Move,2 BHK,850.0,2.0,3.0,28.0
Ready To Move,2 BHK,1196.0,2.0,2.0,51.51
Ready To Move,3 BHK,1697.0,3.0,2.0,114.0
Ready To Move,2 Bedroom,1000.0,2.0,0.0,64.0
Ready To Move,3 BHK,1567.0,3.0,3.0,90.0
Ready To Move,4 Bedroom,2606.0,4.5,3.0,236.3825
Ready To Move,2 BHK,950.0,2.0,2.0,45.0
Ready To Move,2 BHK,1022.0,2.0,2.0,52.0
Ready To Move,2 BHK,1018.0,2.0,0.0,23.45
Ready To Move,4 Bedroom,2000.0,3.0,2.0,25.0
Ready To Move,2 BHK,1322.0,2.0,2.0,68.0
Ready To Move,4 Bedroom,1800.0,4.0,2.0,145.0
Ready To Move,3 BHK,1460.0,2.0,2.0,58.39
18-May,2 BHK,990.0,2.0,1.0,44.55
Ready To Move,3 BHK,2400.0,3.0,1.0,236.3825
Ready To Move,3 BHK,1635.0,2.0,2.0,85.0
Ready To Move,4 BHK,2606.0,4.0,1.0,236.3825
Ready To Move,4 Bedroom,2606.0,3.0,1.0,210.0
Ready To Move,3 BHK,2606.0,3.0,1.0,236.3825
Ready To Move,4 BHK,,4.5,0.0,200.0
Ready To Move,3 BHK,1533.0,3.0,2.0,85.0
Ready To Move,3 BHK,1720.0,3.0,1.0,134.0
Ready To Move,3 BHK,2000.0,3.0,1.0,200.0
18-Aug,2 BHK,1185.0,2.0,2.0,75.84
19-Dec,2 BHK,900.0,2.0,1.0,27.0
Ready To Move,1 BHK,395.0,1.0,1.0,10.25
Ready To Move,2 BHK,1031.0,2.0,1.0,56.35
Ready To Move,6 Bedroom,2400.0,4.5,2.0,236.3825
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,5 Bedroom,2400.0,4.5,1.0,236.3825
Ready To Move,2 BHK,1259.0,2.0,2.0,57.0
Ready To Move,3 BHK,1570.0,3.0,2.0,88.0
18-May,2 BHK,1216.0,2.0,1.0,79.0
Ready To Move,3 BHK,1428.0,2.0,2.0,66.0
Ready To Move,2 BHK,1160.0,2.0,2.0,40.59
18-Feb,3 Bedroom,600.0,2.0,1.0,110.0
Ready To Move,3 BHK,1475.0,3.0,2.0,70.0
Ready To Move,3 BHK,1754.0,3.0,2.0,135.0
18-Feb,3 BHK,1639.0,3.0,1.0,83.0
19-Mar,3 BHK,1804.0,3.0,2.0,102.0
18-Aug,3 Bedroom,1200.0,3.0,2.0,56.2
Ready To Move,2 BHK,1135.0,2.0,3.0,55.0
Ready To Move,2 BHK,1260.0,2.0,2.0,46.62
Ready To Move,5 Bedroom,1440.0,4.5,1.0,110.0
Ready To Move,3 BHK,2160.0,3.0,2.0,160.0
Ready To Move,7 Bedroom,700.0,4.5,2.0,85.0
Ready To Move,2 BHK,1220.0,2.0,2.0,59.5
Ready To Move,2 BHK,1300.0,2.0,3.0,65.0
Ready To Move,1 BHK,605.0,1.0,1.0,29.0
Ready To Move,6 Bedroom,1230.0,4.0,1.0,210.0
18-Apr,2 BHK,1444.0,2.0,1.0,75.97
Ready To Move,2 BHK,924.0,2.0,1.0,45.0
18-Nov,2 BHK,1000.0,2.0,1.0,30.0
Ready To Move,4 Bedroom,600.0,4.0,0.0,95.0
Ready To Move,3 Bedroom,1200.0,3.0,3.0,225.0
Ready To Move,2 BHK,845.0,2.0,1.0,29.0
21-Dec,2 BHK,700.0,2.0,1.0,35.0
Ready To Move,2 BHK,1187.0,2.0,2.0,58.0
Ready To Move,3 BHK,1625.0,3.0,2.0,55.0
Ready To Move,2 Bedroom,1200.0,2.0,2.0,83.0
Ready To Move,2 BHK,1452.55,2.0,3.0,110.0
Ready To Move,3 BHK,2357.0,3.0,2.0,151.0
Ready To Move,2 BHK,1139.0,2.0,2.0,56.85
Ready To Move,1 Bedroom,600.0,1.0,0.0,97.5
Ready To Move,3 BHK,1660.0,3.0,3.0,75.0
Ready To Move,2 BHK,1170.0,2.0,3.0,105.0
Ready To Move,2 BHK,1448.0,2.0,2.0,68.0
18-May,3 BHK,1762.0,3.0,3.0,110.0
Ready To Move,2 BHK,1105.0,2.0,1.0,38.65
18-Mar,3 BHK,1825.0,3.0,1.0,105.0
19-Dec,1 RK,296.0,1.0,0.0,22.89
Ready To Move,5 Bedroom,1200.0,4.0,1.0,85.0
Ready To Move,2 BHK,1185.0,2.0,2.0,43.0
Ready To Move,2 BHK,1058.0,2.0,1.0,48.0
Ready To Move,2 BHK,1220.0,2.0,2.0,60.0
18-Aug,2 BHK,925.0,2.0,1.0,25.0
18-May,2 BHK,1200.0,2.0,1.0,72.0
Ready To Move,3 BHK,1160.0,2.0,2.0,40.6
Ready To Move,3 Bedroom,600.0,4.0,3.0,72.0
18-Jul,3 BHK,1411.0,3.0,2.0,91.72
Ready To Move,3 BHK,1550.0,3.0,2.0,78.0
Ready To Move,4 BHK,2606.0,4.0,3.0,230.0
Ready To Move,3 BHK,2475.0,4.0,2.0,130.0
22-May,4 BHK,,2.0,2.0,236.3825
19-Dec,4 BHK,2503.0,4.0,0.0,188.0
Ready To Move,4 BHK,2524.0,4.5,2.0,190.0
Ready To Move,2 BHK,1063.0,2.0,2.0,42.0
Ready To Move,2 BHK,1077.0,2.0,1.0,37.7
Ready To Move,2 BHK,1200.0,3.0,2.0,44.0
Ready To Move,4 BHK,1500.0,3.0,2.0,70.0
Ready To Move,2 BHK,1045.0,2.0,2.0,76.77
Ready To Move,3 BHK,1290.0,2.0,3.0,45.15
Ready To Move,2 BHK,1400.0,2.0,1.0,78.0
Ready To Move,3 BHK,1600.0,3.0,2.0,58.14
Ready To Move,3 BHK,2606.0,3.0,3.0,236.3825
Ready To Move,3 BHK,1545.0,2.0,1.0,58.0
Ready To Move,3 BHK,1680.0,3.0,1.0,112.0
Ready To Move,2 BHK,1350.0,2.0,1.0,67.5
Ready To Move,2 BHK,950.0,2.0,1.0,38.0
Ready To Move,2 BHK,1050.0,2.0,2.0,45.0
Ready To Move,3 BHK,1305.0,2.0,2.0,49.0
Ready To Move,4 Bedroom,800.0,4.0,2.0,120.0
18-Feb,5 BHK,2606.0,4.5,2.0,125.0
Ready To Move,3 Bedroom,1100.0,3.0,1.0,78.0
Ready To Move,6 Bedroom,2606.0,4.5,0.0,160.0
19-Oct,3 BHK,1634.0,3.0,1.0,83.33
Ready To Move,2 BHK,1352.0,2.0,2.0,85.0
17-Sep,2 BHK,1145.0,2.0,2.0,65.0
18-May,2 BHK,1240.0,2.0,2.0,43.79
Ready To Move,3 BHK,2200.0,3.0,2.0,190.0
18-Mar,2 BHK,1020.0,2.0,1.0,39.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
18-Aug,2 BHK,1168.0,2.0,1.0,61.0
18-Jul,2 BHK,1205.0,2.0,1.0,75.0
Ready To Move,2 BHK,1195.0,2.0,2.0,100.0
Ready To Move,2 BHK,1028.0,2.0,1.0,49.0
Ready To Move,3 BHK,1550.0,2.0,2.0,90.0
Ready To Move,3 BHK,1826.0,3.0,2.0,165.0
Ready To Move,5 Bedroom,2400.0,4.5,2.0,160.0
Ready To Move,3 BHK,1603.0,3.0,2.0,96.0
Ready To Move,3 BHK,1350.0,3.0,1.0,72.0
Ready To Move,1 BHK,714.0,1.0,1.0,28.0
18-Nov,2 BHK,1215.0,2.0,3.0,65.0
Ready To Move,3 BHK,1405.0,2.0,2.0,77.0
Ready To Move,2 BHK,1142.0,2.0,1.0,51.0
Ready To Move,4 Bedroom,2606.0,4.0,3.0,170.0
Ready To Move,3 BHK,1870.0,3.0,2.0,90.0
Ready To Move,2 BHK,1313.0,2.0,2.0,73.0
Ready To Move,3 BHK,1945.0,3.0,3.0,120.0
17-Jul,3 BHK,1573.0,3.0,2.0,95.0
Ready To Move,2 BHK,1255.0,2.0,1.0,92.0
Ready To Move,4 BHK,1400.0,3.0,2.0,91.15
18-May,2 BHK,1235.0,2.0,2.0,43.63
Ready To Move,3 BHK,1380.0,2.0,1.0,52.0
Ready To Move,7 Bedroom,1500.0,4.5,2.0,236.3825
18-Oct,3 BHK,1465.0,2.0,3.0,74.72
Ready To Move,2 BHK,1418.0,2.0,2.0,103.0
Ready To Move,3 BHK,1650.0,3.0,1.0,165.0
Ready To Move,1 RK,351.0,1.0,1.0,16.0
Ready To Move,2 BHK,1279.0,2.0,2.0,48.0
Ready To Move,3 Bedroom,1870.0,3.0,1.0,200.0
Ready To Move,4 Bedroom,1500.0,4.5,1.0,230.0
19-Oct,3 BHK,2526.0,2.0,2.0,236.3825
Ready To Move,3 Bedroom,1550.0,2.0,1.0,150.0
Ready To Move,4 BHK,,2.0,2.0,236.3825
18-Aug,3 BHK,1845.0,2.0,1.0,68.27
Ready To Move,3 BHK,1360.0,2.0,1.0,59.27
Ready To Move,3 BHK,1150.0,2.0,1.0,75.0
Ready To Move,2 BHK,1260.0,2.0,2.0,49.5
Ready To Move,3 Bedroom,1200.0,3.0,1.0,74.0
Ready To Move,2 BHK,965.0,2.0,1.0,42.5
18-Jul,2 BHK,1447.0,2.0,1.0,75.97
Ready To Move,3 BHK,1229.0,3.0,1.0,86.03
Ready To Move,2 BHK,1027.0,2.0,2.0,43.0
Ready To Move,2 BHK,1153.0,2.0,1.0,48.5
18-Dec,4 BHK,,4.5,0.0,145.5
Ready To Move,2 BHK,1065.0,2.0,2.0,50.0
Ready To Move,2 BHK,1030.0,2.0,3.0,61.0
Ready To Move,2 BHK,1340.0,2.0,2.0,61.0
Ready To Move,1 Bedroom,600.0,1.0,0.0,32.0
Ready To Move,3 BHK,1410.0,2.0,3.0,44.42
20-Dec,2 BHK,1055.0,2.0,2.0,45.35
18-May,2 BHK,1304.0,2.0,1.0,79.0
18-Feb,4 BHK,2606.0,4.0,1.0,236.3825
Ready To Move,2 BHK,990.0,2.0,1.0,31.5
Ready To Move,2 BHK,1035.0,2.0,1.0,39.33
21-Jun,1 BHK,,1.0,0.0,30.09
Ready To Move,2 BHK,1120.0,2.0,2.0,43.0
Ready To Move,2 BHK,1300.0,2.0,2.0,73.0
21-Jan,2 BHK,1239.0,2.0,1.0,82.0
Ready To Move,2 BHK,1365.0,2.0,1.0,92.0
Ready To Move,2 BHK,1165.0,2.0,1.0,135.0
Ready To Move,3 BHK,1130.0,2.0,3.0,45.19
Ready To Move,3 BHK,1776.42,3.0,2.0,105.0
Ready To Move,4 Bedroom,900.0,4.0,3.0,175.0
Ready To Move,2 BHK,1107.0,2.0,2.0,33.0
Ready To Move,3 BHK,2319.0,3.0,2.0,180.0
Ready To Move,3 BHK,1520.0,3.0,3.0,80.0
19-Jul,3 BHK,1536.0,3.0,1.0,89.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,2 BHK,1050.0,2.0,1.0,38.0
22-Jun,3 BHK,1850.0,3.0,2.0,146.0
Ready To Move,2 BHK,1112.0,2.0,2.0,62.0
Ready To Move,3 BHK,1535.0,3.0,2.0,72.5
Ready To Move,2 BHK,1050.0,2.0,1.0,35.0
Ready To Move,4 Bedroom,2400.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1250.0,3.0,2.0,65.0
Ready To Move,2 BHK,1187.0,2.0,3.0,52.0
Ready To Move,2 BHK,1164.0,2.0,1.0,56.0
18-May,3 BHK,1395.0,2.0,1.0,62.78
18-Jul,3 BHK,2072.0,3.0,2.0,108.0
Ready To Move,3 BHK,1450.0,3.0,3.0,60.91
Ready To Move,3 BHK,1550.0,3.0,2.0,82.0
Ready To Move,2 BHK,1315.0,2.0,2.0,90.0
19-Dec,4 BHK,2606.0,4.0,3.0,230.0
Ready To Move,2 BHK,1210.0,2.0,2.0,72.0
Ready To Move,3 BHK,1075.0,2.0,1.0,47.0
Ready To Move,6 BHK,2606.0,4.5,1.0,236.3825
18-May,3 BHK,1215.0,3.0,1.0,42.2
Ready To Move,3 BHK,1470.0,2.0,2.0,75.0
18-Jul,4 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,2 BHK,1050.0,2.0,1.0,36.75
Ready To Move,2 BHK,1306.0,2.0,1.0,55.91
Ready To Move,3 BHK,1445.0,3.0,2.0,64.0
Ready To Move,3 BHK,1220.0,3.0,2.0,58.0
Ready To Move,4 Bedroom,2606.0,3.0,1.0,160.0
18-May,2 BHK,1215.0,2.0,1.0,51.26
Ready To Move,3 BHK,1920.0,2.0,1.0,88.0
Ready To Move,2 BHK,1390.0,2.0,2.0,60.0
Ready To Move,3 Bedroom,800.0,2.0,1.0,75.0
Ready To Move,3 Bedroom,600.0,3.0,2.0,100.0
21-Jul,2 BHK,1196.0,2.0,0.0,71.74
Ready To Move,3 BHK,1550.0,2.0,2.0,75.0
Ready To Move,2 BHK,1418.0,2.0,2.0,101.0
19-Mar,3 BHK,1655.0,3.0,2.0,115.0
Ready To Move,2 BHK,1115.0,2.0,2.0,33.45
Ready To Move,2 BHK,1170.0,2.0,2.0,68.0
Ready To Move,2 BHK,1035.0,2.0,2.0,38.3
Ready To Move,3 BHK,1306.0,2.0,2.0,58.0
18-Dec,2 BHK,750.0,2.0,2.0,22.0
Ready To Move,3 BHK,1917.0,3.0,3.0,122.0
Ready To Move,3 BHK,1615.0,3.0,3.0,58.0
Ready To Move,2 BHK,1071.0,2.0,2.0,52.25
Ready To Move,2 BHK,1325.0,2.0,2.0,119.0
Ready To Move,7 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1400.0,2.0,1.0,88.0
21-Jan,2 BHK,1246.0,2.0,1.0,82.0
Ready To Move,2 BHK,1215.0,2.0,0.0,40.0
Ready To Move,2 BHK,1200.0,2.0,2.0,49.5
Ready To Move,4 Bedroom,450.0,3.0,1.0,53.0
Ready To Move,2 BHK,945.0,2.0,2.0,50.0
Ready To Move,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1175.0,2.0,1.0,52.0
Ready To Move,2 BHK,920.0,2.0,1.0,63.0
Ready To Move,4 BHK,2606.0,4.5,1.0,236.3825
Ready To Move,2 Bedroom,1600.0,2.0,2.0,110.0
Ready To Move,4 Bedroom,750.0,2.0,0.0,110.0
Ready To Move,4 Bedroom,2400.0,4.0,2.0,236.3825
Ready To Move,2 BHK,955.0,1.0,2.0,34.01
Ready To Move,3 BHK,1750.0,3.0,3.0,100.0
